Grupos,Valores de Cinza
Vanish1,165.81
Vanish1,166.78
Vanish1,167.01
Vanish1,165.64
Vanish1,164.83
Vanish1,164.53
Vanish1,164.31
Vanish1,165.22
Vanish1,166.85
Vanish1,166.77
Vanish1,164.94
Vanish1,164.75
Vanish1,165.03
Vanish1,165.68
Vanish1,165.96
Vanish1,164.58
Vanish1,165.16
Vanish1,164.84
Vanish1,166.65
Vanish1,165.26
Vanish1,164.09
Vanish1,164.51
Vanish1,165.23
Vanish1,165.38
Vanish1,165.62
Vanish1,164.14
Vanish1,164.38
Vanish1,163.36
Vanish1,164.63
Vanish1,165.64
Vanish1,165.97
Vanish1,164.26
Vanish1,163.96
Vanish1,163.67
Vanish1,163.62
Vanish1,163.60
Vanish1,163.93
Vanish1,164.68
Vanish1,164.72
Vanish1,164.02
Vanish1,163.43
Vanish1,163.85
Vanish1,165.92
Vanish1,164.36
Vanish1,163.66
Vanish1,164.77
Vanish1,164.92
Vanish1,164.24
Vanish1,164.32
Vanish1,163.08
Vanish1,163.55
Vanish1,164.51
Vanish1,165.90
Vanish1,164.35
Vanish1,162.39
Vanish1,162.12
Vanish1,163.97
Vanish1,164.56
Vanish1,166.05
Vanish1,164.82
Vanish1,162.60
Vanish1,162.60
Vanish1,162.65
Vanish1,163.18
Vanish1,163.57
Vanish1,163.74
Vanish1,164.55
Vanish1,164.23
Vanish1,164.21
Vanish1,164.41
Vanish1,164.08
Vanish1,162.97
Vanish1,163.66
Vanish1,163.92
Vanish1,164.66
Vanish1,163.72
Vanish1,161.72
Vanish1,161.37
Vanish1,162.05
Vanish1,162.37
Vanish1,163.73
Vanish1,163.47
Vanish1,163.08
Vanish1,162.45
Vanish1,163.49
Vanish1,164.39
Vanish1,164.64
Vanish1,163.20
Vanish1,164.64
Vanish1,164.04
Vanish1,165.91
Vanish1,165.61
Vanish1,163.90
Vanish1,162.88
Vanish1,163.60
Vanish1,164.82
Vanish1,165.68
Vanish1,164.87
Vanish1,164.38
Vanish1,163.60
Vanish1,162.97
Vanish1,164.49
Vanish1,164.00
Vanish1,163.35
Vanish1,163.91
Vanish1,163.83
Vanish1,164.63
Vanish1,164.41
Vanish1,163.78
Vanish1,163.32
Vanish1,163.02
Vanish1,163.73
Vanish1,166.03
Vanish1,165.21
Vanish1,163.83
Vanish1,162.89
Vanish1,163.51
Vanish1,163.79
Vanish1,165.02
Vanish1,165.34
Vanish1,165.01
Vanish1,163.83
Vanish1,163.33
Vanish1,163.60
Vanish1,164.78
Vanish1,165.66
Vanish1,163.91
Vanish1,162.52
Vanish1,163.61
Vanish1,164.21
Vanish1,164.68
Vanish1,164.20
Vanish1,163.77
Vanish1,164.84
Vanish1,165.64
Vanish1,165.77
Vanish1,166.09
Vanish1,164.54
Vanish1,164.56
Vanish1,166.66
Vanish1,168.53
Vanish1,167.51
Vanish1,165.58
Vanish1,163.85
Vanish1,165.15
Vanish1,165.36
Vanish1,165.84
Vanish1,165.80
Vanish1,164.91
Vanish1,164.02
Vanish1,161.85
Vanish1,164.03
Vanish1,166.76
Vanish1,165.38
Vanish1,164.77
Vanish1,163.73
Vanish1,163.62
Vanish1,164.76
Vanish1,164.71
Vanish1,164.37
Vanish1,164.02
Vanish1,164.78
Vanish1,165.83
Vanish1,165.49
Vanish1,164.69
Vanish1,164.48
Vanish1,164.17
Vanish1,163.84
Vanish1,164.60
Vanish1,164.80
Vanish1,165.47
Vanish1,164.66
Vanish1,164.35
Vanish1,164.87
Vanish1,164.90
Vanish1,165.28
Vanish1,165.03
Vanish1,163.78
Vanish1,164.30
Vanish1,164.48
Vanish1,165.12
Vanish1,165.08
Vanish1,164.04
Vanish1,162.16
Vanish1,163.60
Vanish1,164.57
Vanish1,164.60
Vanish1,163.72
Vanish1,162.56
Vanish1,162.91
Vanish1,163.99
Vanish1,163.64
Vanish1,164.78
Vanish1,163.31
Vanish1,162.59
Vanish1,162.32
Vanish1,162.57
Vanish1,162.99
Vanish1,163.33
Vanish1,162.71
Vanish1,164.90
Vanish1,164.54
Vanish1,164.43
Vanish1,163.02
Vanish1,161.75
Vanish1,161.21
Vanish1,163.03
Vanish1,164.60
Vanish1,165.81
Vanish1,164.35
Vanish1,162.18
Vanish1,162.20
Vanish1,163.89
Vanish1,165.14
Vanish1,164.15
Vanish1,162.86
Vanish1,163.95
Vanish1,163.46
Vanish1,163.76
Vanish1,164.53
Vanish1,164.70
Vanish1,164.53
Vanish1,163.75
Vanish1,163.92
Vanish1,166.06
Vanish1,165.14
Vanish1,164.24
Vanish1,163.33
Vanish1,164.37
Vanish1,165.09
Vanish1,164.33
Vanish1,163.22
Vanish1,162.47
Vanish1,162.98
Vanish1,164.91
Vanish1,165.33
Vanish1,164.67
Vanish1,164.45
Vanish1,163.83
Vanish1,163.45
Vanish1,164.85
Vanish1,164.95
Vanish1,164.10
Vanish1,162.90
Vanish1,163.25
Vanish1,163.53
Vanish1,163.45
Vanish1,163.07
Vanish1,164.59
Vanish1,164.49
Vanish1,164.34
Vanish1,163.49
Vanish1,163.26
Vanish1,163.37
Vanish1,163.06
Vanish1,160.99
Vanish1,161.72
Vanish1,162.56
Vanish1,164.07
Vanish1,163.96
Vanish1,163.90
Vanish1,163.32
Vanish1,163.58
Vanish1,162.39
Vanish1,162.96
Vanish1,162.25
Vanish1,163.53
Vanish1,162.89
Vanish1,163.01
Vanish1,162.79
Vanish1,163.86
Vanish1,163.63
Vanish1,163.56
Vanish1,161.83
Vanish1,161.28
Vanish1,161.49
Vanish1,163.48
Vanish1,164.37
Vanish1,163.97
Vanish1,163.53
Vanish1,163.68
Vanish1,163.24
Vanish1,164.78
Vanish1,164.70
Vanish1,163.56
Vanish1,162.63
Vanish1,162.61
Vanish1,162.65
Vanish1,163.10
Vanish1,162.99
Vanish1,162.51
Vanish1,163.08
Vanish1,164.13
Vanish1,163.74
Vanish1,162.90
Vanish1,162.41
Vanish1,162.92
Vanish1,163.20
Vanish1,163.25
Vanish1,162.81
Vanish1,162.64
Vanish1,162.87
Vanish1,162.69
Vanish1,162.22
Vanish1,161.76
Vanish1,161.34
Vanish1,163.48
Vanish1,162.44
Vanish1,161.82
Vanish1,161.69
Vanish1,162.05
Vanish1,162.62
Vanish1,162.81
Vanish1,161.75
Vanish1,161.90
Vanish1,161.40
Vanish1,161.70
Cândida1,166.39
Cândida1,166.14
Cândida1,165.20
Cândida1,164.69
Cândida1,163.88
Cândida1,163.47
Cândida1,164.16
Cândida1,164.42
Cândida1,164.88
Cândida1,164.82
Cândida1,164.82
Cândida1,164.44
Cândida1,163.93
Cândida1,163.36
Cândida1,164.41
Cândida1,164.75
Cândida1,166.33
Cândida1,166.51
Cândida1,164.31
Cândida1,163.39
Cândida1,163.32
Cândida1,162.02
Cândida1,163.73
Cândida1,164.99
Cândida1,164.53
Cândida1,163.04
Cândida1,161.55
Cândida1,162.21
Cândida1,162.96
Cândida1,163.17
Cândida1,163.90
Cândida1,163.81
Cândida1,163.30
Cândida1,161.51
Cândida1,161.20
Cândida1,162.23
Cândida1,164.51
Cândida1,163.87
Cândida1,164.67
Cândida1,163.30
Cândida1,161.61
Cândida1,161.65
Cândida1,163.02
Cândida1,164.27
Cândida1,165.53
Cândida1,163.69
Cândida1,163.63
Cândida1,162.01
Cândida1,162.12
Cândida1,162.21
Cândida1,163.24
Cândida1,164.18
Cândida1,164.46
Cândida1,163.56
Cândida1,164.36
Cândida1,163.92
Cândida1,164.19
Cândida1,164.24
Cândida1,164.56
Cândida1,165.01
Cândida1,164.45
Cândida1,163.72
Cândida1,164.89
Cândida1,164.40
Cândida1,165.10
Cândida1,164.46
Cândida1,163.93
Cândida1,163.92
Cândida1,164.94
Cândida1,166.24
Cândida1,166.99
Cândida1,166.14
Cândida1,166.22
Cândida1,164.96
Cândida1,163.77
Cândida1,164.88
Cândida1,166.97
Cândida1,166.55
Cândida1,165.37
Cândida1,163.39
Cândida1,161.73
Cândida1,161.52
Cândida1,163.45
Cândida1,164.73
Cândida1,166.12
Cândida1,165.70
Cândida1,164.70
Cândida1,163.62
Cândida1,163.58
Cândida1,164.20
Cândida1,164.75
Cândida1,165.13
Cândida1,164.26
Cândida1,162.38
Cândida1,162.83
Cândida1,162.96
Cândida1,164.15
Cândida1,165.12
Cândida1,165.45
Cândida1,164.11
Cândida1,162.97
Cândida1,162.04
Cândida1,163.12
Cândida1,164.36
Cândida1,165.59
Cândida1,162.97
Cândida1,160.19
Cândida1,160.42
Cândida1,161.14
Cândida1,162.29
Cândida1,165.89
Cândida1,164.13
Cândida1,162.78
Cândida1,161.97
Cândida1,161.95
Cândida1,163.43
Cândida1,164.14
Cândida1,163.70
Cândida1,163.60
Cândida1,162.50
Cândida1,163.06
Cândida1,163.49
Cândida1,164.10
Cândida1,164.20
Cândida1,163.05
Cândida1,162.39
Cândida1,163.24
Cândida1,162.43
Cândida1,162.22
Cândida1,162.27
Cândida1,162.39
Cândida1,163.03
Cândida1,162.44
Cândida1,160.79
Cândida1,162.18
Cândida1,161.83
Cândida1,162.60
Cândida1,162.85
Cândida1,162.89
Cândida1,162.57
Cândida1,161.83
Cândida1,159.49
Cândida1,160.07
Cândida1,159.94
Cândida1,160.01
Cândida1,160.38
Cândida1,161.24
Cândida1,162.05
Cândida1,160.99
Cândida1,160.07
Cândida1,160.74
Cândida1,161.71
Cândida1,162.75
Cândida1,163.05
Cândida1,163.04
Cândida1,161.77
Cândida1,160.60
Cândida1,159.84
Cândida1,161.25
Cândida1,161.69
Cândida1,162.01
Cândida1,161.13
Cândida1,160.96
Cândida1,160.44
Cândida1,159.67
Cândida1,160.10
Cândida1,162.45
Cândida1,162.89
Cândida1,161.87
Cândida1,160.69
Cândida1,159.99
Cândida1,160.69
Cândida1,161.73
Cândida1,162.09
Cândida1,161.68
Cândida1,160.12
Cândida1,160.13
Cândida1,160.82
Cândida1,162.11
Cândida1,162.64
Cândida1,162.70
Cândida1,161.49
Cândida1,161.26
Cândida1,159.97
Cândida1,160.40
Cândida1,162.24
Cândida1,163.04
Cândida1,163.00
Cândida1,162.74
Cândida1,161.90
Cândida1,161.47
Cândida1,160.28
Cândida1,160.71
Cândida1,162.07
Cândida1,162.84
Cândida1,163.57
Cândida1,161.68
Cândida1,160.12
Cândida1,160.12
Cândida1,159.83
Cândida1,161.21
Cândida1,162.87
Cândida1,164.52
Cândida1,164.33
Cândida1,161.86
Cândida1,159.34
Cândida1,159.12
Cândida1,158.58
Cândida1,160.96
Cândida1,162.80
Cândida1,162.35
Cândida1,161.71
Cândida1,160.68
Cândida1,160.57
Cândida1,161.38
Cândida1,160.82
Cândida1,161.90
Cândida1,161.91
Cândida1,160.65
Cândida1,160.00
Cândida1,160.98
Cândida1,162.03
Cândida1,162.39
Cândida1,161.25
Cândida1,161.19
Cândida1,160.99
Cândida1,161.05
Cândida1,161.89
Cândida1,162.61
Cândida1,161.73
Cândida1,161.03
Cândida1,159.94
Cândida1,159.43
Cândida1,159.20
Cândida1,159.57
Cândida1,160.18
Cândida1,159.57
Cândida1,159.43
Cândida1,161.71
Cândida1,161.07
Cândida1,160.75
Cândida1,159.58
Cândida1,159.22
Cândida1,159.21
Cândida1,159.83
Cândida1,160.12
Cândida1,161.99
Cândida1,161.44
Cândida1,161.41
Cândida1,161.06
Cândida1,160.65
Cândida1,161.65
Cândida1,162.10
Cândida1,162.22
Cândida1,162.27
Cândida1,161.07
Cândida1,161.03
Cândida1,161.39
Cândida1,160.75
Cândida1,159.68
Cândida1,160.07
Cândida1,159.81
Cândida1,160.55
Cândida1,160.41
Cândida1,160.81
Cândida1,162.08
Cândida1,162.67
Cândida1,161.79
Cândida1,161.63
Cândida1,159.76
Cândida1,159.76
Cândida1,159.57
Cândida1,160.49
Cândida1,160.05
Cândida1,159.31
Cândida1,160.12
Cândida1,160.87
Cândida1,161.92
Cândida1,162.69
Cândida1,162.12
Cândida1,161.93
Cândida1,160.37
Cândida1,158.66
Cândida1,159.68
Cândida1,161.15
Cândida1,161.87
Cândida1,161.63
Cândida1,159.19
Cândida1,158.71
Cândida1,159.36
Cândida1,160.68
Cândida1,162.66
Cândida1,163.16
Cândida1,161.64
Cândida1,161.07
Cândida1,159.98
Cândida1,160.24
Cândida1,161.19
Cândida1,162.35
Cândida1,164.20
Cândida1,163.96
Cândida1,163.23
Cândida1,163.26
Cândida1,162.00
Cândida1,162.46
Cândida1,162.32
Cândida1,162.64
Cândida1,164.21
Cândida1,163.64
Cândida1,161.16
Cândida1,162.17
Cândida1,162.49
Cândida1,162.16
Cândida1,161.06
Cândida1,161.21
Cândida1,161.57
Cândida1,161.50
Cândida1,161.54
Cândida1,162.89
Cândida1,163.30
Cândida1,163.30
Cândida1,162.87
Cândida1,163.06
Cândida1,163.24
Cândida1,162.05
Cândida1,161.54
Cândida1,161.96
Cândida1,161.87
Cândida1,163.31
Cândida1,162.92
Cândida1,162.36
Cândida1,161.62
Cândida1,161.00
Cândida1,160.62
Cândida1,162.30
Cândida1,163.60
Cândida1,164.51
Cândida1,164.70
Cândida1,163.87
Cândida1,162.75
Cândida1,161.73
Cândida1,161.08
Cândida1,162.34
Cândida1,163.51
Cândida1,164.09
Cândida1,163.62
Cândida1,162.63
Cândida1,162.44
Cândida1,161.68
Cândida1,162.18
Cândida1,162.37
Cândida1,163.23
Cândida1,163.94
Cândida1,162.80
Cândida1,162.44
Cândida1,163.26
Cândida1,162.82
Cândida1,162.78
Cândida1,163.29
Cândida1,163.08
Cândida1,163.32
Cândida1,163.66
Cândida1,163.11
Cândida1,163.34
Cândida1,162.58
Cândida1,162.13
Cândida1,162.81
Cândida1,162.18
Cândida1,162.32
Cândida1,162.76
Cândida1,162.81
Cândida1,162.61
Cândida1,163.14
Cândida1,163.50
Cândida1,161.88
Cândida1,159.98
Cândida1,161.19
Cândida1,162.02
Cândida1,162.21
Cândida1,162.85
Cândida1,161.82
Cândida1,160.31
Cândida1,161.23
Cândida1,161.23
Cândida1,162.88
Cândida1,163.28
Cândida1,163.18
Cândida1,161.46
Cândida1,159.90
Cândida1,159.76
Cândida1,161.77
Cândida1,162.34
Cândida1,162.47
Cândida1,161.10
Cândida1,159.85
Cândida1,159.29
Cândida1,159.41
Cândida1,159.64
Cândida1,161.04
Cândida1,161.30
Cândida1,161.43
Cândida1,161.06
Cândida1,160.63
Cândida1,160.24
Cândida1,159.83
Cândida1,160.16
Cândida1,161.16
Cândida1,160.93
Cândida1,160.57
Cândida1,160.09
Cândida1,159.88
Cândida1,160.55
Cândida1,160.81
Cândida1,160.31
Cândida1,160.65
Cândida1,159.96
Cândida1,158.51
Cândida1,157.49
Cândida1,157.58
Cândida1,159.31
Cândida1,160.38
Cândida1,159.37
Cândida1,159.38
Cândida1,158.58
Cândida1,158.87
Cândida1,158.91
Cândida1,159.46
Cândida1,160.69
Cândida1,160.81
Cândida1,158.86
Cândida1,158.73
Cândida1,157.44
Cândida1,158.63
Cândida1,160.04
Cândida1,160.46
Cândida1,159.38
Cândida1,158.03
Cândida1,156.17
Cândida1,156.76
Cândida1,157.89
Cândida1,160.09
Cândida1,160.98
Cândida1,160.50
Cândida1,159.50
Cândida1,158.36
Cândida1,157.49
Cândida1,158.81
Cândida1,158.71
Cândida1,158.95
Cândida1,157.58
Cândida1,157.51
